datavault;src_name;src_physical_schema;stg_physical_schema;dv_physical_schema;src_table_name;stg_table_name;dv_table_name;src_column_name;src_column_order;stg_column_name;dv_column_name;dv_column_type
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Tax_Amount;18;Tax_Amount;Tax_Amount;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;cAuditNumber;17;cAuditNumber;cAuditNumber;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;ExtOrderNum;16;ExtOrderNum;ExtOrderNum;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Order_No;15;Order_No;Order_No;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;TaxTypeID;13;TaxTypeID;TaxTypeID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;fForeignCredit;11;fForeignCredit;fForeignCredit;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;fForeignDebit;10;fForeignDebit;fForeignDebit;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;fExchangeRate;9;fExchangeRate;fExchangeRate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;iCurrencyID;8;iCurrencyID;iCurrencyID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Credit;7;Credit;Credit;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Debit;6;Debit;Debit;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;TrCodeID;5;TrCodeID;TrCodeID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Id;3;Id;Id;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;TxDate;2;TxDate;TxDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Project;20;Project;Project;FOREIGN_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Period;21;Period;Period;FOREIGN_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;AccountLink;4;AccountLink;AccountLink;FOREIGN_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;cReference2;30;cReference2;cReference2;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Reference;14;Reference;Reference;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;Description;12;Description;Description;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;PostGL;PostGL;SAT_CSG_10_HITNEL_GLTransaction;AutoIdx;1;AutoIdx;AutoIdx;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_Checksum;17;Project_Checksum;Project_Checksum;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iChangeSetID;16;Project_iChangeSetID;Project_iChangeSetID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iModifiedAgentID;15;Project_iModifiedAgentID;Project_iModifiedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iCreatedAgentID;14;Project_iCreatedAgentID;Project_iCreatedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iModifiedBranchID;13;Project_iModifiedBranchID;Project_iModifiedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iCreatedBranchID;12;Project_iCreatedBranchID;Project_iCreatedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_dModifiedDate;11;Project_dModifiedDate;Project_dModifiedDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_dCreatedDate;10;Project_dCreatedDate;Project_dCreatedDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;Project_iBranchID;9;Project_iBranchID;Project_iBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;SubProjectOfLink;8;SubProjectOfLink;SubProjectOfLink;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ProjectLevel;7;ProjectLevel;ProjectLevel;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;MasterSubProject;6;MasterSubProject;MasterSubProject;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ProjectDescription;5;ProjectDescription;ProjectDescription;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ActiveProject;4;ActiveProject;ActiveProject;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ProjectLink;1;ProjectLink;ProjectLink;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ProjectName;3;ProjectName;ProjectName;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Project;Project;SAT_CSG_10_HITNEL_Project;ProjectCode;2;ProjectCode;ProjectCode;BUSINESS_SRC_KEY
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_Checksum;25;VenClass_Checksum;VenClass_Checksum;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_iChangeSetID;24;VenClass_iChangeSetID;VenClass_iChangeSetID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_iModifiedAgentID;23;VenClass_iModifiedAgentID;VenClass_iModifiedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_iCreatedAgentID;22;VenClass_iCreatedAgentID;VenClass_iCreatedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_iModifiedBranchID;21;VenClass_iModifiedBranchID;VenClass_iModifiedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_iCreatedBranchID;20;VenClass_iCreatedBranchID;VenClass_iCreatedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;VenClass;VenClass;SAT_CSG_10_HITNEL_VendorClass;VenClass_dModifiedDate;19;VenClass_dModifiedDate;VenClass_dModifiedDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;AutoDisc;39;AutoDisc;AutoDisc;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;DiscMtrxRow;40;DiscMtrxRow;DiscMtrxRow;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;DCBalance;41;DCBalance;DCBalance;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;CheckTerms;42;CheckTerms;CheckTerms;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;UseEmail;43;UseEmail;UseEmail;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iBusTypeID;44;iBusTypeID;iBusTypeID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iBusClassID;45;iBusClassID;iBusClassID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iCountryID;46;iCountryID;iCountryID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cAccDescription;47;cAccDescription;cAccDescription;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cWebPage;48;cWebPage;cWebPage;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;dTimeStamp;49;dTimeStamp;dTimeStamp;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iAreasID;51;iAreasID;iAreasID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cBankRefNr;52;cBankRefNr;cBankRefNr;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iCurrencyID;53;iCurrencyID;iCurrencyID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bStatPrint;54;bStatPrint;bStatPrint;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bStatEmail;55;bStatEmail;bStatEmail;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cStatEmailPass;56;cStatEmailPass;cStatEmailPass;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bForCurAcc;57;bForCurAcc;bForCurAcc;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bRemittanceChequeEFTS;58;bRemittanceChequeEFTS;bRemittanceChequeEFTS;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;fForeignBalance;59;fForeignBalance;fForeignBalance;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iSettlementTermsID;60;iSettlementTermsID;iSettlementTermsID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bSourceDocPrint;61;bSourceDocPrint;bSourceDocPrint;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bSourceDocEmail;62;bSourceDocEmail;bSourceDocEmail;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iEUCountryID;63;iEUCountryID;iEUCountryID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iDefTaxTypeID;64;iDefTaxTypeID;iDefTaxTypeID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iAgeingTermID;65;iAgeingTermID;iAgeingTermID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iBankDetailType;66;iBankDetailType;iBankDetailType;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cBankAccHolder;67;cBankAccHolder;cBankAccHolder;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cIDNumber;68;cIDNumber;cIDNumber;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cPassportNumber;69;cPassportNumber;cPassportNumber;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cBankCode;70;cBankCode;cBankCode;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cSwiftCode;71;cSwiftCode;cSwiftCode;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iSPQueueID;72;iSPQueueID;iSPQueueID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;iBankDetailID;73;iBankDetailID;iBankDetailID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iBranchID;74;Vendor_iBranchID;Vendor_iBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_dCreatedDate;75;Vendor_dCreatedDate;Vendor_dCreatedDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_dModifiedDate;76;Vendor_dModifiedDate;Vendor_dModifiedDate;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iCreatedBranchID;77;Vendor_iCreatedBranchID;Vendor_iCreatedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iModifiedBranchID;78;Vendor_iModifiedBranchID;Vendor_iModifiedBranchID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iCreatedAgentID;79;Vendor_iCreatedAgentID;Vendor_iCreatedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iModifiedAgentID;80;Vendor_iModifiedAgentID;Vendor_iModifiedAgentID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_iChangeSetID;81;Vendor_iChangeSetID;Vendor_iChangeSetID;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;Vendor_Checksum;82;Vendor_Checksum;Vendor_Checksum;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;bTaxVerified;83;bTaxVerified;bTaxVerified;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;dDateTaxVerified;84;dDateTaxVerified;dDateTaxVerified;OTHER_ATTR
CSG_DV(CSG_DV)-CSG_DV_V13(13);CSG_10_HITNEL - Release 3.0(3);CSG_Modelling_VaultSpeed;CSG_10_HITNEL_stage;raw;Vendor;Vendor;SAT_CSG_10_HITNEL_Vendor;cRMCDApprovalNumber;85;cRMCDApprovalNumber;cRMCDApprovalNumber;OTHER_ATTR
